disposition,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
CANDIDATE,7.4448754,,2.11,,,,5132.0,0.78,,,
CANDIDATE,13.8543,,3.18,,,,,1.848,,,
CANDIDATE,54.976021,,39.1,,,,6333.0,1.41,,,
CANDIDATE,2.59824,,7.7,,,,,0.788,,,
CANDIDATE,2.573088,,34.0,,,,5165.0,2.5,,,3.68
CANDIDATE,2.5730187,,17.2,,,,4488.0,0.69,,,
CANDIDATE,37.827,,1.42,,,,,0.577,,,
CANDIDATE,0.3584061,,2.66,,,,,1.03,,,
CANDIDATE,0.35840528,,1.92,,,,5862.0,1.04,,,
CANDIDATE,0.358378,,1.65,,,,5928.0,0.89,,-0.169,4.247
CANDIDATE,0.80858305,,,,,,6151.8,2.31125,,-0.81,
CANDIDATE,4.00932,,1.08,,,,,0.68,,,
CANDIDATE,20.6714,,1.47,,,,,0.655,,,
CANDIDATE,,,7.72,,,,,1.763,,,
CANDIDATE,,,31.1,,,,,1.763,,,
CANDIDATE,0.367473,,3.55452348,,,,6060.0,1.26302,,-0.08,4.19
CANDIDATE,0.36747226,,3.32,,,,6205.0,1.29,,,
CANDIDATE,0.3674645,,3.9,,,,,1.18,,,
CANDIDATE,0.367453,,2.55,,,,6167.0,0.95,,-0.168,4.16
CANDIDATE,6.57986525,,,,,,5874.0,1.68281,1.06,,4.01131
CANDIDATE,3.5990666,,1.62,,,,5107.0,0.78,,,
CANDIDATE,3.59905,,1.58797235,,,,5459.0,0.826124,,-0.15,4.59
CANDIDATE,3.59912,,1.46,,,,5518.0,0.82,,,4.558
CANDIDATE,3.59922,,1.63,,,,,0.809,,,
CANDIDATE,5.01038,,4.28,,,,,1.53,,,
CONFIRMED,2.25558,,2.0,,,,,0.367,,,
CONFIRMED,2.255436,,1.0,,,,3297.0,0.25,,-0.33,4.9
CONFIRMED,2.25372,,0.9,,,,,,0.407,,
CANDIDATE,0.62309386,,2.52,,,,4231.0,0.65,,,
CANDIDATE,3.11594,,1.59,,,,,0.367,,,
CANDIDATE,11.63547,,2.6,,,,,0.892,,,
CANDIDATE,1.982116,,35.0,,,,,2.05,,,
CANDIDATE,36.9321,,2.98,,,,,0.955,,,
CANDIDATE,8.4532,,2.66,,,,,1.0419,,,
CANDIDATE,0.434832,,0.96,,,,,0.333,,,
CANDIDATE,0.4348359,,1.59,,,,3714.0,0.5,,,
CANDIDATE,0.434827,,1.62,,,,3724.0,0.5,,0.017,4.942
CANDIDATE,4.31444335,,,,,,4952.0,2.25969,,,
CANDIDATE,1.5339666,,1.47,,,,3757.0,0.52,,,
CANDIDATE,1.53402,,1.13,,,,3698.0,0.520027,0.517496,,4.71992
CANDIDATE,0.3176828,,11.9,,,,,0.944,,,
CONFIRMED,1.58316,,1.22,,,,,0.669,,,
CONFIRMED,1.58252,,0.96,,,,,,0.711,,
CONFIRMED,17.501662,,2.63,,,,4749.0,0.73,,,
CONFIRMED,17.515472,,2.094,,,,4752.0,0.758,0.832,0.019,4.596
CONFIRMED,17.5125,,2.15,,,,,0.669,,,
CANDIDATE,10.49927,,1.43,,,,,0.599,,,
CANDIDATE,5.23189,,3.62,,,,,0.627,,,
CANDIDATE,1.13666,,3.18,,,,,1.724,,,
CANDIDATE,12.4404,,2.72,,,,,0.586,,,
CANDIDATE,1.49462,,1.8,,,,,0.586,,,
CANDIDATE,2.018725,,91.0,,,,,14.96,,,
CANDIDATE,23.8039,,12.0,,,,4840.0,0.48,,,4.809
CANDIDATE,3.47722,,1.53,,,,,0.556,,,
CANDIDATE,0.44214967,,1.32,,,,4977.0,0.76,,,
CANDIDATE,0.442094,,1.16,,,,5007.0,0.77,,-0.063,4.587
CANDIDATE,0.442185,,2.02,,,,,0.754,,,
CANDIDATE,18.406118,,5.2,,,,6684.0,1.84,,,
CANDIDATE,18.415126,,69.44309317,,,,6211.0,3.465887,,-0.25,3.56
CANDIDATE,10.4404,0.0828,0.6739,,41.745,,4893.0,0.746,0.8,0.04,4.596
CANDIDATE,27.837146,,5.149,,,,4241.0,0.64,0.741,-0.335,4.696
CANDIDATE,12.19649,,2.23,,,,,1.062,,,
CANDIDATE,8.15306759,,,,,,5445.0,1.71199,0.95,,3.94879
CANDIDATE,2.2021868,,56.5,,,,5695.0,0.96,,,
CANDIDATE,20.398147,,2.93,,,,5399.0,0.85,,,
CANDIDATE,20.398071,,2.57901435,,,,5199.0,0.777455,,-0.17,4.52
CANDIDATE,20.3997,,2.65,,,,,0.778,,,
CANDIDATE,17.81188,,21.6,,,,5554.0,0.93,,,4.494
CANDIDATE,17.80345864,,,,,,5561.99,1.16413,0.981,-0.01,4.29773
CANDIDATE,17.812866,,22.5,,,,5613.0,0.92,,,
CANDIDATE,2.931226,,90.0,,,,6097.0,1.12,,,4.37
CANDIDATE,1.81449,,27.0,,,,5614.0,0.92,,,4.49
CANDIDATE,22.4844,,79.0,,,,6173.0,1.15,,,4.35
CANDIDATE,3.473239859,,16.65896453,,2304.5286,1767.12,7406.97,1.56373,,,4.27763
CANDIDATE,3.47451,,10.6,,,,7143.0,1.83,,,4.117
CANDIDATE,0.369181,,16.5,,,,6020.0,2.22,,,3.762
CANDIDATE,6.71694,,39.0,,,,5267.0,0.82,,,4.549
CANDIDATE,3.951971,,8.44551389,,,,4672.0,0.692034,,-0.1,4.63
CANDIDATE,11.3256,,2.18,,,,,1.043,,,
CANDIDATE,2.9237,,2.57,,,,,0.573,,,
CANDIDATE,14.08549,,21.1,,,,5970.0,1.32,,,4.161
CANDIDATE,15.0818,,1.83,,,,,0.514,,,
CANDIDATE,3.16363,,1.25,,,,,0.514,,,
CANDIDATE,23.9683,0.1791,1.6119,,28.046,,5296.0,1.129,1.325,0.11,4.455
CANDIDATE,19.860476,,2.08349198,,,,4760.0,0.696718,,-0.14,4.69
CANDIDATE,19.8606,,2.21,,,,,0.648,,,
CANDIDATE,4.720488988,,14.61863458,,18.2092,526.86,3553.0,0.489916,,,4.74625
CANDIDATE,4.72046,,8.7,,,,,0.385,,,
CANDIDATE,1.1430018,,,,,,5551.0,3.28495,,,
CANDIDATE,3.74234,,1.61,,,,,0.502,,,
CANDIDATE,24.2747,,1.56,,,,,0.424,,,
CANDIDATE,7.46967,,2.4,,,,,0.279,,,
CANDIDATE,2.16594452,,,,,,6194.54,1.30635,1.188,0.0625,4.28076
CANDIDATE,2.165976,,2.61,,,,,1.1,,,
CANDIDATE,2.165952194,,2.91081826,,1867.8804,1676.71,6194.54,1.30635,,,4.28076
CANDIDATE,14.2683,,,,,,4955.0,0.6,,,
CANDIDATE,14.26763,,2.04,,,,,0.603,,,
CANDIDATE,14.27669647,,,,,,5160.0,0.701437,0.873,,4.6871
CANDIDATE,4.86406,,1.09,,,,3407.0,0.298809,0.27526,,4.92702
CANDIDATE,4.86496,,1.09,,,,,0.261,,,
CANDIDATE,15.97700259,,,,,,5692.43,1.04527,,0.013,
CANDIDATE,3.7342439,,30.71,,,,,2.642,,,
CANDIDATE,3.73478175,,,,,,6477.43,2.27759,1.32,-0.052,3.84369
CANDIDATE,0.567055,,16.22,,,,7020.0,1.42,,0.0,4.0
CANDIDATE,0.5670195,,,,,,,,,,
CANDIDATE,14.14459,,16.6,,,,5011.0,2.69,,,3.663
CANDIDATE,14.145239,,14.86409395,,,,5016.0,2.15381,,0.2,3.81
CANDIDATE,2.386772,,4.0,,,,,0.286,,,
CANDIDATE,2.38669,,3.5,,,,3676.0,0.29,,,4.99
CANDIDATE,43.36143,,29.8,,,,,1.472,,,
CANDIDATE,27.353103,,3.05048319,,,,6148.0,1.448467,,0.28,4.15
CANDIDATE,2.357651,,1.95,,,,,0.267,,,
CANDIDATE,2.35771,,3.0,,,,3655.0,0.267,,,5.007
CANDIDATE,27.9329,,2.51,,,,,0.573,,,
CANDIDATE,3.72007,,1.55,,,,,0.986,,,
CANDIDATE,1.396291,,1.89,,,,5728.0,1.02,,,4.43
CANDIDATE,1.39657671,,,,,,5805.0,0.96977,1.04,,4.48176
CANDIDATE,31.3537,,3.85,,,,,0.816,,,
CANDIDATE,14.8484,,2.68,,,,,0.816,,,
CANDIDATE,10.0696,,1.69,,,,,0.816,,,
CANDIDATE,3.6494,,,,,,3338.0,0.326267,0.306782,,4.89775
CANDIDATE,3.65017,,1.15,,,,,0.249,,,
CANDIDATE,5.7663,,,,,,3338.0,0.326267,0.306782,,4.89775
CANDIDATE,5.76808,,1.19,,,,,0.249,,,
CANDIDATE,7.98471,,1.19,,,,,0.249,,,
CANDIDATE,7.98221,,,,,,3338.0,0.326267,0.306782,,4.89775
CANDIDATE,5.1718,0.051,0.8891,,391.097,,5941.0,0.954,0.709,-0.252,4.328
CANDIDATE,5.7408,0.0627,1.0668,,107.349,,5342.0,0.76,1.067,0.015,4.704
CANDIDATE,29.0529,,,,,,3373.0,0.325107,0.305444,,4.89895
CANDIDATE,1.43689647,,,,,,4876.7,10.8463,,-0.259,
CANDIDATE,1.436756,,110.0,,,,,10.91,,,
CANDIDATE,59.84739922,,11.75567728,,0.4688,211.04,5765.3,1.09215,,,4.38
CANDIDATE,59.848566,,10.81438298,,,,5738.0,0.983415,,0.07,4.4
CANDIDATE,59.84871,,12.0,,,,,1.067,,,
CANDIDATE,11.37698,,,,,,4397.0,0.64,,,
CANDIDATE,11.376,,2.03,,,,,0.636,,,
CANDIDATE,0.8925,,2.7,,,,,2.0,,,
CANDIDATE,14.7619,,2.11,,,,,0.735,,,
CANDIDATE,14.7582,,,,,,4434.0,0.7,,,
CANDIDATE,0.7041655,,,,,,4564.0,9.3189,,,
CANDIDATE,1.93426,,1.64,,,,,0.928,,,
CANDIDATE,3.43827,,1.98,,,,,0.928,,,
CANDIDATE,18.03895153,,,,,,5089.61,0.88619,0.853,0.07,4.47396
CANDIDATE,2.41040731,,,,,,6276.0,1.92538,1.23,,3.95894
CANDIDATE,2.410271,,17.3,,,,6390.0,1.51,,,4.17
CANDIDATE,1.6865884,,,,,,6199.0,2.93748,1.19,,3.57767
CANDIDATE,8.4044,,1.24,,,,,0.307,,,
CANDIDATE,1.1829266,,29.0,,,,,1.51,,,
CANDIDATE,20.600656,,2.166,,,,5969.0,1.059,0.994,0.115,4.386
CANDIDATE,20.5949,0.1477,1.5097,,58.55,,5969.0,1.059,0.994,0.115,4.386
CANDIDATE,56.6205,,7.68,,,,,0.904,,,
CANDIDATE,1.702301,,19.1,,,,6116.0,1.28,,,4.24
CANDIDATE,0.3499146,,39.4,,,,,2.43,,,
CANDIDATE,0.349935,,2.18,,,,4925.0,0.76,,-0.06,3.42
CANDIDATE,4.27681,,2.27,,,,,0.938,,,
CANDIDATE,13.16121,,2.62,,,,,0.938,,,
CANDIDATE,21.0858,,2.95,,,,,0.938,,,
CANDIDATE,30.2894,,2.33,,,,,0.938,,,
CANDIDATE,1.82876,,1.46,,,,,0.938,,,
CANDIDATE,7.1149,0.0589,0.9835,,220.293,,5534.0,0.953,0.845,0.32,4.411
CANDIDATE,3.347872,,28.1,,,,,2.2,,,
CANDIDATE,1.31982263,,,,,,6196.8,2.91272,1.19,0.1399,3.58502
CANDIDATE,3.32257,,2.53,,,,,1.108,,,
CANDIDATE,,,44.0,,,,,1.6,,,
CANDIDATE,,,8.7,,,,,0.96,,,
CANDIDATE,28.29213,,3.55,,,,,0.96,,,
CANDIDATE,14.643071,,66.04981083,,,,4883.0,13.183733,,-1.1,2.27
CANDIDATE,18.8652,,1.57,,,,,0.642,,,
CANDIDATE,7.434876,,32.0,,,,,1.74,,,
CANDIDATE,2.34951024,,,,,,7418.48,1.50652,1.7,0.22,4.31257
CANDIDATE,2.349545,,15.3,,,,,1.695,,,
CANDIDATE,2.3494903,,14.6551,,1355.37,1690.0,7418.5,1.51,,,4.31
CANDIDATE,2.349515,,53.42672849,,,,6254.0,5.410002,,0.15,3.19
CANDIDATE,2.349455,,15.8,,,,7056.0,1.81,,,4.06
CANDIDATE,0.2990737,,7.6,,,,,0.231,,,
CANDIDATE,16.43831081,,,,,,5997.0,1.92033,1.11,,3.91664
CANDIDATE,5.88165,,2.58,,,,,1.37,,,
CANDIDATE,11.55059,,1.98,,,,3677.0,0.469901,0.467536,,4.76387
CANDIDATE,0.19785,,0.72,,,,3677.0,0.469901,0.467536,,4.76387
CANDIDATE,6.423,,,,,,5053.72,5.86835,,-1.194,
CANDIDATE,3.1393226,0.0434,15.43,,,1780.0,6283.0,1.5,1.24,0.05,4.18
CANDIDATE,3.139404,,16.419,,,,5716.0,1.53,0.952,-0.136,4.047
CANDIDATE,3.1393667,,15.9004,,963.197,1597.0,5653.4,1.52,,,4.08
CANDIDATE,1.385216067,,6.52719853,,4355.2531,2071.92,6294.0,1.451,,,4.20464
CANDIDATE,1.385246,,5.01,,,,,1.407,,,
CANDIDATE,13.8253157,,,,,,5163.0,0.75,0.78,-0.2,4.58
CANDIDATE,13.8240078,,2.38171,,35.732,681.0,5129.0,0.71,,,4.67
CANDIDATE,22.194346,,3.174,,,,5660.0,1.069,0.806,-0.441,4.283
CANDIDATE,1.72397,,1.33,,,,,0.885,,,
CANDIDATE,17.178,,,,,,5814.52,1.33351,1.046,0.033,4.20761
CANDIDATE,5.409,,,,,,3949.0,45.4751,,,
CANDIDATE,4.99,,,,,,6242.0,1.63356,1.21,,4.09458
CANDIDATE,4.9898664,,9.128,,167.032,1001.0,6242.0,1.63,,,4.09
CANDIDATE,0.22181,,1.13,,,,3942.0,0.585409,0.576018,,4.66358
CANDIDATE,44.13,,,,,,4865.94,10.7024,,-0.6889,
CANDIDATE,14.449,,,,,,6016.0,1.68931,1.11,,4.02797
CANDIDATE,14.4518248,,,,,,6016.0,1.68931,1.11,,4.02797
CANDIDATE,14.448767,,44.2,,,,,1.36,,,
CANDIDATE,14.448987,,86.0,,,,,1.739,,,
CANDIDATE,0.463954,,0.53,,,,,0.272,,,
CANDIDATE,0.46395,,0.85,,,,3563.0,0.42,,0.097,5.004
CANDIDATE,0.46395,,0.84,,,,3720.0,0.491813,0.489906,,4.74458
CANDIDATE,5.264,,,,,,6190.82,1.5774,1.19,-0.169,4.11773
CANDIDATE,1.529084,,48.0,,,,,1.654,,,
CANDIDATE,2.084,,,,,,,,,,
CANDIDATE,4.166738,,94.8,,,,,2.0,,,
CANDIDATE,1.567,,,,,,4426.2,0.615898,0.693,-0.058,4.69978
CANDIDATE,1.56706496,,,,,,4426.2,0.615898,0.693,-0.058,4.69978
CANDIDATE,1.56699,,1.34,,,,,0.603,,,
CANDIDATE,7.757595,,1.95,,,,,0.713,,,
CANDIDATE,4.8718955,0.074,14.64,,,1663.0,6972.0,1.82,1.53,0.02,4.1
CANDIDATE,4.871902,,15.383,,,,6466.0,1.817,1.564,-0.239,4.113
CANDIDATE,4.8740385,,14.3194,,819.404,1490.0,6504.4,1.8,,,4.05
CANDIDATE,8.514184,,38.298,,,,4885.0,8.384,1.254,-0.425,2.69
CANDIDATE,16.168833,,,,,,5186.0,5.653,,,3.371
CANDIDATE,36.0861607,,,,,,4726.0,0.67,0.68,-0.2,4.63
CANDIDATE,36.109,,8.0,,,,,0.504,,,
CANDIDATE,9.967689,,2.005,,,,5882.0,1.031,1.103,0.113,4.455
CANDIDATE,3.25182,,33.2,,,,,0.63,,,
CANDIDATE,5.032134,,25.83,,,,,2.516,,,
CANDIDATE,5.03207,,36.70955114,,,,5070.0,3.685008,,-0.43,3.25
CANDIDATE,6.45795,,2.78,,,,,0.9389,,,
CANDIDATE,5.176243,,19.44301811,,,,6185.0,1.118972,,-0.12,4.34
CANDIDATE,5.176,,,,,,6146.0,1.35641,1.166,,4.23998
CANDIDATE,1.610911,,1.5,,,,,0.56,,,
CANDIDATE,1.61092,,0.75,,,,3511.0,0.409602,0.402278,,4.81787
CANDIDATE,1.611,,,,,,3511.0,0.409602,0.402278,,4.81787
CANDIDATE,1.610888,,0.82,,,,,0.299,,,
CANDIDATE,2.17807,,0.65,,,,3511.0,0.409602,0.402278,,4.81787
CANDIDATE,2.178008,,0.67,,,,,0.299,,,
CANDIDATE,2.177846,,1.2,,,,,0.56,,,
CANDIDATE,4.96883,,0.67,,,,3511.0,0.409602,0.402278,,4.81787
CANDIDATE,4.96792,,0.75,,,,,0.299,,,
CANDIDATE,6.26561,,0.77,,,,,0.299,,,
CANDIDATE,3.28963,,0.51,,,,,0.299,,,
CANDIDATE,0.93346092,,,,,,6035.64,2.62165,1.12,0.219,3.65014
CANDIDATE,5.81861,,3.4,,,,,0.38,,,
CANDIDATE,4.332837,,2.263,,,,4768.0,0.725,0.942,-0.136,4.693
CANDIDATE,1.1524,0.0125,0.6746,,8270.029,,5992.0,1.057,0.992,-0.095,4.386
CANDIDATE,20.486455,,2.762,,,,3664.0,0.371,0.357,0.069,4.852
CANDIDATE,18.641,,,,,,4774.48,,,-0.1038,
CANDIDATE,18.634179,,1.49,,,,,0.821,,,
CANDIDATE,18.645046,,1.8,,,,,0.84,,,
CANDIDATE,18.6393,,1.73,,,,,0.821,,,
CANDIDATE,5.19287,,1.29,,,,,0.826,,,
CANDIDATE,3.39934,,1.08,,,,,0.826,,,
CANDIDATE,12.17682,,2.244,,,,4477.0,0.637,0.812,-0.485,4.739
CANDIDATE,7.07737,,2.1,,,,,0.662,,,
CANDIDATE,6.3508198,,,,,,7461.0,2.11,1.74,0.03,4.03
CANDIDATE,0.635328,,,,,,6420.0,1.531,,,4.176
CANDIDATE,16.24196986,,,,,,4499.02,10.4554,,-0.54,
CANDIDATE,2.047195,,,,,,6150.0,0.958,,,4.476
CANDIDATE,24.4472,,1.82,,,,,0.647,,,
CANDIDATE,10.542179,,3.123,,,,5441.0,0.916,0.81,0.021,4.423
CANDIDATE,5.31471,,1.45,,,,,0.355,,,
CANDIDATE,3.84981,,1.86,,,,,1.42,,,
CANDIDATE,2.126953,,1.7,,,,4020.0,0.573,,,4.696
CANDIDATE,20.2244,,2.94,,,,,0.8325,,,
CANDIDATE,42.3822512,0.2688,2.58,,,482.0,5568.0,0.86,0.9,-0.11,4.52
CANDIDATE,41.9,0.228,2.28,,,82.0,5568.0,0.86,0.9,-0.11,4.52
CANDIDATE,9.81881482,,,,,,3463.0,0.411081,0.403933,,4.81652
CANDIDATE,1.518232,,,,,,5510.0,1.209,,,4.237
CANDIDATE,1.63013,,,,,,6190.0,1.602,,,4.136
CANDIDATE,2.007452829,,7.16393472,,50.6324,680.34,3449.0,0.490442,,,4.74578
CANDIDATE,2.007472,,,,,,3790.0,0.473,,,4.783
CANDIDATE,37.4059,,2.32,,,,,0.581,,,
CANDIDATE,3.544965,,1.9,,,,4860.0,0.701,,,4.602
CANDIDATE,34.023,,,,,,4534.56,11.253,,0.141,
CANDIDATE,10.39528014,,,,,,5714.27,0.8881,1.019,-0.009,4.54932
CANDIDATE,11.007537,,41.5,,,,,0.94,,,
CANDIDATE,11.00357542,,,,,,5506.87,1.0551,0.97,0.059,4.37825
CANDIDATE,9.0102,,3.6,,,,,0.738,,,
CANDIDATE,9.01258853,,,,,,4764.64,0.81741,0.767,0.081,4.49798
CANDIDATE,35.383,,,,,,4663.0,0.667213,0.74,,4.65877
CANDIDATE,35.3972,,2.6,,,,,0.531,,,
CANDIDATE,26.0,0.187,10.48,,,222.0,6414.0,1.57,1.29,0.03,4.16
CANDIDATE,37.24703,,35.0,,,,,1.696,,,
CANDIDATE,37.246869,,23.8036385,,,,5445.0,1.475643,,0.07,4.05
CANDIDATE,1.882213,,,,,,6590.0,1.568,,,4.178
CANDIDATE,1.8554,,,,,,4990.0,10.091,,,2.964
CANDIDATE,1.855827,,,,,,4720.0,0.664,,,4.627
CANDIDATE,15.7512,,1.38,,,,,0.582,,,
CANDIDATE,1.855421,,,,,,11500.0,2.734,,,4.055
CANDIDATE,5.513327,,3.9,,,,5020.0,0.77,,,4.562
CANDIDATE,0.53027,,1.4,,,,3880.0,0.558,,,4.706
CANDIDATE,20.9913,,1.44,,,,,0.386,,,
CANDIDATE,23.89959502,,12.83075359,,12.1501,476.17,4736.5,0.76962,,,4.55
CANDIDATE,23.897707,,,,,,5020.0,0.728,,,4.581
CANDIDATE,23.5306712,0.5304,9.25,,,591.0,6688.0,1.9,1.48,0.04,4.05
CANDIDATE,10.6741,,1.86,,,,,0.9538,,,
CANDIDATE,10.673,,,,,,5919.66,0.928134,1.08,-0.0125,4.53627
CANDIDATE,3.78795,,,,,,5126.0,4.182,,,3.476
CANDIDATE,1.855516,,,,,,3110.0,0.189,,,5.092
CANDIDATE,4.894289,,4.1,,,,4440.0,0.686,,,4.62
CANDIDATE,12.601781,,2.788,,,,5791.0,1.088,0.803,-0.289,4.269
CANDIDATE,6.96350934,,,,,,6244.89,1.23998,1.21,-0.5877,4.33403
CANDIDATE,0.769057,,2.06,,,,3832.0,0.54,,-0.058,4.9
CANDIDATE,1.91828,,1.0,,,,,,,,
CANDIDATE,15.462807,,1.266,,,,5509.0,0.919,0.802,0.044,4.414
CANDIDATE,5.51633,,1.38,,,,,0.306,,,
CANDIDATE,0.36091387,,,,,,6175.0,1.92205,1.18,,3.94242
CANDIDATE,4.7464962,0.0651,11.6,,,1775.0,6486.0,2.1,1.5,0.07,3.97
CANDIDATE,4.7464485,,10.3209,,281.823,1141.0,5890.5,2.26,,,3.76
CANDIDATE,4.746159,,12.597,,,,5878.0,2.207,1.677,0.016,3.977
CANDIDATE,8.952623,,8.917,,,,5258.0,0.856,1.023,-0.212,4.586
CANDIDATE,1.99043,,,,,,5086.0,0.82,,,
CANDIDATE,1.99067602,,,,,,5194.62,0.792521,0.882,0.22,4.58551
CANDIDATE,1.990422,,1.8,,,,,0.824,,,
CANDIDATE,8.65871336,,,,,,5127.0,0.901716,0.864,,4.46444
CANDIDATE,8.658168,,17.16037834,,,,5319.0,0.818973,,-0.05,4.55
CANDIDATE,8.658143,,19.1,,,,,0.9,,,
CANDIDATE,8.657975,,,,,,5370.0,0.891,,,4.45
CANDIDATE,8.658,,,,,,5127.0,0.901716,0.864,,4.46444
CANDIDATE,14.5616,,2.82,,,,,0.849,,,
CANDIDATE,2.787663,,2.2,,,,3950.0,0.602,,,4.676
CANDIDATE,13.798845,,1.665,,,,4980.0,0.68,0.824,-0.35,4.686
CANDIDATE,3.41052823,,,,,,3985.0,0.674996,0.64555,,4.5894
CANDIDATE,3.41065,,1.65,,,,,0.701,,,
CANDIDATE,1.56494,,2.06,,,,,0.556,,,
CANDIDATE,1.56493,,2.22,,,,3938.0,0.624202,0.607401,,4.63089
CANDIDATE,7.5587,,2.643,,,,3974.0,0.677,0.636,-0.221,4.579
CANDIDATE,25.43143,,2.887,,,,3974.0,0.677,0.636,-0.221,4.579
CANDIDATE,27.693,,,,,,6286.0,1.7076,1.23,,4.0632
CANDIDATE,7.13142,,9.6,,,,,3.4,,,
CANDIDATE,7.134,,,,,,,,,,
CANDIDATE,3.57804902,,,,,,6024.0,1.59182,1.116,,4.08194
CANDIDATE,12.89398,,1.12,,,,,0.191,,,
CANDIDATE,9.56332821,,,,,,4432.16,,,-0.3028,
CANDIDATE,9.562742,0.078,2.01,,35.1,,4349.9,0.667217,0.694726,,
CANDIDATE,9.56183,,1.97,,,,,0.598,,,
CANDIDATE,1.88993,,1.29,,,,,0.638,,,
CANDIDATE,1.89016107,,,,,,4491.0,0.74574,0.705,,4.54108
CANDIDATE,1.640707,,2.09,,,,,0.572,,,
CANDIDATE,1.64117466,,,,,,4493.0,0.664535,0.71,,4.64429
CANDIDATE,19.53405,,9.82,,,,3316.0,0.460378,0.457571,,4.7723
CANDIDATE,19.53403,,12.7,,,,,0.45,,,
CANDIDATE,1.106175,,8.83310242,,,,5851.0,0.90632,,-0.35,4.43
CANDIDATE,1.10605213,,,,,,5900.71,1.11127,1.07,-0.56,4.37581
CANDIDATE,1.106,,,,,,5900.71,1.11127,1.07,-0.56,4.37581
CANDIDATE,1.106182,,15.6,,,,,0.84,,,
CANDIDATE,3.38199819,,,,,,5603.82,1.019,0.99,0.206,4.41736
CANDIDATE,3.383,,,,,,5603.82,1.019,0.99,0.206,4.41736
CANDIDATE,3.607981,,18.3,,,,6490.0,2.253,,,3.928
CANDIDATE,3.6079916,,15.3816,,378.206,1228.0,5308.3,1.89,,,
CANDIDATE,15.405101,,,,,,5910.0,1.475,,,4.145
CANDIDATE,2.17693,,7.92,,,,3176.0,0.170856,0.14116,,5.12252
CANDIDATE,2.176955,,1.25,,,,,0.169,,,
CONFIRMED,21.17623917,,,,,,3811.0,0.597044,0.585671,,4.65371
CONFIRMED,21.169619,,2.2,,,,3880.0,0.59,0.61,0.14,
CONFIRMED,21.1686,,2.18,,,,,0.642,,,
CONFIRMED,21.1701963,0.1195,1.92,,,431.0,4057.0,0.58,0.62,0.2,4.7
CONFIRMED,21.1595,,,,,,3811.0,0.597044,0.585671,,4.65371
CONFIRMED,21.169861,0.131,1.98,,3.5,,4148.21,0.571699,0.663459,,
CANDIDATE,0.95017067,,,,,,5339.0,0.746527,0.92,,4.65577
CANDIDATE,1.53453,,1.02,,,,,0.29,0.28,,4.96079
CANDIDATE,20.893526,,,,,,6020.0,1.765,,,4.041
CANDIDATE,10.545,,,,,,6046.92,1.95293,1.12,0.1908,3.90591
CANDIDATE,12.0808,,2.53,,,,,0.682,,,
CANDIDATE,0.4520313,,5.3,,,,,0.569,,,
CANDIDATE,0.452201306,,7.91722863,,731.2387,1326.28,3739.0,0.633946,,,4.6228
CANDIDATE,11.09226,,2.495,,,,4496.0,0.703,0.74,-0.063,4.611
CANDIDATE,2.61299,,,,,,3520.0,0.458,,,4.798
CANDIDATE,8.97146,,,,,,5330.0,0.872,,,4.481
CANDIDATE,19.64,,,,,,6516.17,2.11864,1.34,-0.0227,3.91306
CANDIDATE,19.640123,,34.30556244,,,,6398.0,1.743843,,0.17,4.03
CANDIDATE,19.63975,,,,,,6730.0,2.183,,,3.963
CANDIDATE,19.63366256,,,,,,6516.17,2.11864,1.34,-0.0227,3.91306
CANDIDATE,19.640151,,43.0,,,,,2.188,,,
CANDIDATE,10.90364,,2.214,,,,3929.0,0.59,0.593,-0.504,4.669
CANDIDATE,0.995061,,,,,,5080.0,0.864,,,4.468
CANDIDATE,11.2362,,2.25,,,,,0.955,,,
CANDIDATE,5.75052,,2.01,,,,,0.576,,,
CANDIDATE,5.75,,,,,,4678.76,0.718666,0.75,-0.179,4.60008
CANDIDATE,5.749481,,2.93,,,,,0.765,,,
CANDIDATE,1.648932,,9.6,,,,3440.0,0.46,,,
CANDIDATE,1.6488,,,,,,3392.0,0.445314,0.441527,,4.78569
CANDIDATE,24.399869,0.1201,18.43,,,1144.0,6404.0,1.65,1.33,0.05,4.12
CANDIDATE,2.52,,,,,,5707.44,1.08666,1.02,0.211,4.37448
CANDIDATE,9.35739,,2.69,,,,,0.595,,,
CANDIDATE,1.810718,,,,,,5680.0,1.178,,,4.257
CANDIDATE,1.81042,,,,,,3050.0,0.313,,,4.808
CANDIDATE,1.810834,,,,,,3230.0,0.888,,,3.921
CANDIDATE,24.6237203,0.1984,2.33,,,585.0,5650.0,0.91,0.93,-0.07,4.49
CANDIDATE,8.841,,2.43,,,,,0.584,,,
CANDIDATE,45.38331501,,,,,,4793.26,0.815611,0.77,0.085,4.50159
CANDIDATE,3.477,,,,,,5225.91,0.84127,0.89,0.122,4.53759
CANDIDATE,3.476642,,11.5,,,,,0.84,,,
CANDIDATE,3.476633,,12.7,,,,,0.865,,,
CANDIDATE,3.477017089,,11.85710209,,253.0737,1017.26,5225.91,0.84127,,,4.53759
CANDIDATE,3.4766506,,12.6,,,,,0.879,,,
CANDIDATE,3.47701312,,,,,,5225.91,0.84127,0.89,0.122,4.53759
CANDIDATE,,,4.31,,,,,1.294,,,
CANDIDATE,39.5438,,3.28,,,,,1.294,,,
